col1,SourceID,RA,Dec,Stage 1,Stage 2,Stage 3,Stage 4
5067,4000880268686,150.4297471,2.018767,false,false,true,false
5068,4000880268924,150.42821630000003,2.0295664,false,true,false,false
5069,4000880269373,150.4126437,2.0494267,false,false,false,true
5070,4000880269444,150.4298325,2.0526653,false,false,false,true
5071,4000880269481,150.42720380000003,2.0539656,false,true,false,false
5072,4000880269618,150.432898,2.0599836,false,true,false,false
5073,4000880269747,150.4102392,2.0662969,false,false,false,true
5074,4000880269777,150.3992126,2.064635,false,false,false,true
5075,4000880269790,150.41137759999995,2.0650256,true,false,false,false
5076,4000880269902,150.39520469999997,2.0717105,false,true,false,false
5077,4000880410110,161.2501697,21.5440746,false,false,false,true
5078,4000880410139,161.2166708,21.5533825,false,true,false,false
5079,4000880511352,146.80853530000005,76.3898291,false,false,true,false
5080,4000880784933,264.822682,69.07143470000001,false,false,true,false
5081,4000880785010,264.8420734,69.0748606,false,false,false,true
5082,4000880785161,264.8090373,69.0818585,false,false,true,false
5083,4000880785245,264.818041,69.08577059999999,false,false,true,false
5084,4000880785259,264.8631081,69.0869553,false,false,false,true
5085,4000880785360,264.817022,69.090826,false,true,false,false
5086,4000880785422,264.77984810000004,69.0940302,false,true,false,false
5087,4000880785568,264.8382759,69.1013648,false,false,true,false
5088,4000880785579,264.8470133,69.10203270000001,false,false,false,true
5089,4000880785613,264.8733878,69.10287159999999,false,false,false,true
5090,4000880785630,264.8827794,69.1039318,false,true,false,false
5091,4000880785665,264.8963077,69.1059338,false,false,true,false
