col1,SourceID,RA_1a,Dec_1a,isStageOne,isStageTwo,isStageThree,isStageFour,ra_1,dec_1,type_1,zpdf_1,zpdf_l68_1,zpdf_h68_1,zminchi2_1,chi2_best_1,m_i_1,m_z_1,m_k_1,mass_med_1,mass_med_min68_1,mass_med_max68_1,mass_best_1,sfr_med_1,sfr_med_min68_1,sfr_med_max68_1,sfr_best_1,Separation_1,ra_2,dec_2,type_2,zpdf_2,zpdf_l68_2,zpdf_h68_2,zminchi2_2,chi2_best_2,m_i_2,m_z_2,m_k_2,mass_med_2,mass_med_min68_2,mass_med_max68_2,mass_best_2,sfr_med_2,sfr_med_min68_2,sfr_med_max68_2,sfr_best_2,Separation_2
10981,4001081421655,150.4753036,2.6562026000000003,false,false,false,true,150.475099,2.656484,0,0.63,0.623,0.637,0.63,1.3194413793,-21.148,-21.341,-21.337,9.733,9.687,9.784,9.723,0.983,0.903,1.062,0.987,1.252040494817655,150.475253,2.655807,0,0.373,0.188,0.73,0.212,0.744352,-15.033,-15.178,-15.69,7.113,7.016,7.26,6.582,-1.55,-1.86,-1.242,-0.763,1.4357376910448227
11003,4001081908245,150.58532150000005,2.7561248,false,false,false,true,150.585262,2.756063,0,0.505,0.495,0.515,0.504,1.9605862069,-21.568,-21.778,-21.945,10.078,9.965,10.128,10.072,0.938,0.844,1.145,0.891,0.3086630966729149,150.585776,2.756707,0,1.345,1.246,1.477,1.333,1.3600576923,-19.587,-19.145,-19.395,8.74,8.606,8.84,8.732,0.069,-0.09,0.313,-0.48,2.6577885139051536
11004,4001081908427,150.58559590000004,2.7622438,false,true,false,false,150.585446,2.762249,0,0.608,0.601,0.616,0.607,1.33625,-22.85,-23.108,-23.372,10.85,10.816,10.884,10.871,1.0,0.932,1.068,1.026,0.5393379733725796,150.585233,2.763284,0,0.539,0.414,0.592,0.579,0.54241538462,-17.48,-17.684,-17.808,8.319,8.144,8.528,8.196,-0.577,-0.946,-0.215,-0.215,3.96557032143641
11005,4001081908437,150.5968705,2.7615813,false,false,false,true,150.59695,2.76145,0,0.664,0.655,0.689,0.662,2.3209678571,-20.897,-20.9,-20.805,9.352,9.309,9.394,9.333,1.1,1.032,1.168,1.051,0.5524008431339806,150.59534,2.761244,0,4.222,1.247,4.391,4.247,1.0286555556,-22.762,-22.963,-23.109,10.143,9.975,10.27,9.932,2.0,1.89,2.492,2.586,5.635770605755388
11006,4001081908641,150.5980881,2.7712741000000003,false,false,false,true,150.598142,2.77111,0,0.19,0.183,0.197,0.189,2.4798413793,-19.615,-19.764,-19.775,9.331,9.293,9.375,9.415,-0.639,-0.749,-0.385,-0.605,0.6217402103914103,150.598684,2.771993,0,1.088,0.919,1.324,0.937,0.73660769231,-18.446,-18.586,-18.77,8.5,8.315,8.634,8.436,-0.054,-0.285,0.197,0.153,3.3599471763548427
11007,4001081908684,150.6237884,2.7704145,false,false,true,false,150.623848,2.770297,0,0.175,0.162,0.191,0.165,5.52275,-16.286,-16.207,-15.967,7.765,7.717,7.815,7.727,-0.969,-1.241,-0.863,-0.963,0.4741913642750131,150.624268,2.770348,0,0.511,0.498,0.529,0.527,1.920662069,-20.916,-21.07,-20.894,9.655,9.617,9.692,9.654,0.69,0.615,0.765,0.685,1.7410794912369434
11008,4001081908726,150.6093812,2.7722405,false,false,false,true,150.609459,2.772218,0,0.55,0.543,0.558,0.551,1.9733724138,-20.734,-20.921,-21.083,9.635,9.561,9.684,9.617,0.818,0.626,0.959,0.816,0.29124269162960287,150.608773,2.772947,0,0.396,0.21,3.564,0.222,1.18952,-15.907,-15.994,-15.851,7.2,7.035,7.378,7.216,-1.515,-1.845,-1.201,-2.57,3.3543500339140366
11009,4001081908844,150.570928,2.7761787,false,false,false,true,150.571044,2.776121,0,0.94,0.933,0.947,0.939,2.7112724138,-22.543,-22.786,-23.22,10.154,10.113,10.192,10.129,1.942,1.855,2.024,1.939,0.4659702413152167,150.56998,2.776331,0,0.841,0.822,0.866,0.838,1.3423678571,-20.752,-20.811,-20.384,9.398,9.353,9.448,9.381,0.626,0.466,0.726,0.644,3.4526062784582185
11010,4001081908870,150.6233284,2.7769434,false,false,false,true,150.623394,2.77678,0,1.171,1.163,1.178,1.174,2.7546758621,-22.929,-23.239,-23.418,10.416,10.374,10.453,10.405,2.1,2.031,2.169,2.087,0.6337719971487377,150.623316,2.777315,0,3.789,1.087,4.135,1.069,0.91398076923,-22.456,-22.492,-22.35,9.854,9.786,9.986,9.86,1.879,1.745,1.97,1.863,1.3385028461874842
11011,4001081909249,150.6160172,2.7899983,false,true,false,false,150.616446,2.78966,0,0.611,0.603,0.618,0.611,2.8913310345,-21.821,-22.1,-22.412,10.148,10.113,10.185,10.131,1.499,1.43,1.568,1.492,1.9648242699339722,150.617268,2.78989,1,0.005,0.002,0.008,0.01,43.394074074,-11.491,-11.467,-10.822,7.35,7.316,7.384,5.787,-1.9,-1.968,-1.832,-3.46,4.514409916754708
11012,4001081909377,150.60166669999995,2.7928334,false,false,true,false,150.601701,2.792738,0,0.562,0.549,0.577,0.557,1.5191962963,-19.75,-19.917,-19.765,9.365,9.305,9.481,9.35,-0.31,-0.385,-0.217,-0.322,0.3649138891463743,150.601221,2.792485,0,1.393,1.375,1.415,1.392,2.7315310345,-23.042,-22.998,-23.53,10.368,10.318,10.417,10.405,1.858,1.776,1.945,1.867,2.0350653700346877
11013,4001082031725,150.0322573,2.6862134,false,false,true,false,150.03229,2.686409,0,0.855,0.838,0.88,0.85,1.2967655172,-21.225,-21.287,-21.143,9.672,9.621,9.732,9.684,0.955,0.71,1.053,0.991,0.7139109633967087,150.032097,2.686872,0,0.816,0.794,0.849,0.815,1.203875,-20.7,-20.879,-21.606,9.715,9.653,9.813,9.68,1.152,0.981,1.255,1.193,2.44002889540826
11014,4001082031776,150.0267638,2.6891034,false,false,true,false,150.026839,2.689507,0,0.11,0.103,0.118,0.108,3.1043103448,-18.602,-18.712,-18.553,8.816,8.773,8.858,8.763,-0.282,-0.49,-0.176,-0.628,1.4779109359499838,150.025591,2.689358,0,0.569,0.524,0.591,0.581,1.2945357143,-19.708,-20.113,-20.529,9.452,9.366,9.537,9.549,0.499,0.334,0.722,0.483,4.315877700849612
11015,4001082031808,150.0521329,2.6889713,false,true,false,false,150.052169,2.689208,0,0.41,0.403,0.418,0.411,2.4064857143,-19.159,-19.28,-19.36,9.013,8.798,9.065,9.036,-0.168,-0.26,0.365,-0.242,0.8619518082340075,150.051811,2.68882,0,4.42,4.299,4.504,4.447,0.75638076923,-22.423,-22.577,-22.635,10.105,9.894,10.188,10.178,1.324,1.226,1.709,1.298,1.2793087781428265
11016,4001082031822,150.0283794,2.6894135,true,false,false,false,150.028128,2.689343,0,0.649,0.641,0.656,0.651,3.11625,-22.308,-22.633,-22.628,10.325,10.274,10.371,10.37,1.483,1.358,1.69,1.393,0.9389933503729941,150.028596,2.68879,0,0.325,0.315,0.334,0.326,2.3391678571,-21.223,-21.43,-21.732,10.171,10.115,10.232,10.137,0.481,0.409,0.563,0.522,2.3759032934640065
11017,4001082031929,150.0645239,2.6947797,true,false,false,false,150.06456,2.69492,0,1.108,1.101,1.116,1.106,2.4276965517,-22.711,-22.887,-23.226,10.425,10.375,10.47,10.416,1.706,1.634,1.778,1.701,0.5214959946159307,150.065299,2.694702,0,1.066,1.043,1.089,1.048,0.73104285714,-21.206,-21.255,-21.09,9.786,9.743,9.836,9.775,0.703,0.625,0.775,0.72,2.8012750466445793
11018,4001082031953,150.0176061,2.6953375,true,false,false,false,150.017613,2.69546,0,0.691,0.674,0.709,0.706,1.0614518519,-20.281,-20.401,-20.454,9.423,9.376,9.47,9.41,0.589,0.51,0.668,0.58,0.44169747686589383,150.01791,2.694878,0,1.444,1.424,1.466,1.443,2.0761035714,-23.535,-23.815,-24.135,10.991,10.956,11.032,10.986,1.989,1.92,2.064,1.945,1.9825878987816772
11019,4001082032004,150.0696994,2.6976262,false,false,false,true,150.06972,2.69776,0,0.399,0.392,0.408,0.399,1.0904785714,-19.575,-19.69,-19.571,9.063,9.014,9.116,9.07,0.042,-0.077,0.166,0.052,0.4873429438097813,150.070434,2.697839,0,1.359,1.28,1.442,1.351,0.78976296296,-20.539,-20.333,-20.497,9.161,9.042,9.307,9.174,0.808,0.519,0.918,0.892,2.7504696065540024
11020,4001082032031,150.03498340000004,2.6983321,true,false,false,false,150.035101,2.698678,0,0.634,0.624,0.651,0.629,4.1934642857,-22.667,-23.014,-23.088,10.601,10.566,10.636,10.59,1.4,1.332,1.468,1.408,1.3150889948101754,150.034643,2.699126,2,0.485,0.476,0.497,0.484,1.4269103448,-22.009,-22.245,-22.519,10.354,10.318,10.391,10.383,0.81,0.735,0.881,0.799,3.109142432230196
11021,4001082032227,150.0429141,2.7058016,false,true,false,false,150.042937,2.705881,0,0.799,0.791,0.808,0.797,11.176535714,-23.26,-23.531,-24.092,10.535,10.501,10.577,10.564,2.698,2.63,2.767,2.705,0.2974654815086434,150.042629,2.705117,0,3.102,3.052,3.181,3.083,2.2669107143,-23.089,-23.217,-23.393,10.411,10.357,10.464,10.409,1.801,1.732,1.869,1.793,2.669292760537527
