col1,SourceID,RA,Dec,isStageOne,isStageTwo,isStageThree,isStageFour
136,4000707049110,150.2269861,1.6481581000000003,False,False,False,True
137,4000707049261,150.2360164,1.6511707999999998,True,False,False,False
138,4000707049267,150.233506,1.6518248,False,False,False,True
139,4000707050156,150.2422785,1.6650849,False,False,False,True
140,4000707067201,213.9909128,11.4771781,True,False,False,False
141,4000707067301,214.0298911,11.486088,False,False,False,True
142,4000707067434,214.0052685,11.495062400000002,False,False,True,False
143,4000707067520,213.9902286,11.5023352,False,False,True,False
144,4000707067560,214.0265054,11.5045638,False,False,False,True
145,4000707067915,322.7645837,-40.3408914,False,True,False,False
146,4000707068454,322.7694578,-40.3164009,False,False,False,True
147,4000707068614,322.7749406000001,-40.3108935,True,False,False,False
148,4000707071224,188.5177942,7.7396202,False,False,True,False
149,4000707071709,188.4945762,7.746263000000001,True,False,False,False
150,4000707072546,188.5222152,7.750741199999997,False,False,True,False
151,4000707072556,188.49696530000003,7.7503172,True,False,False,False
152,4000707072993,188.5193703,7.7546396999999985,False,False,True,False
153,4000707073102,188.5195093,7.7590473,False,False,False,True
154,4000707073270,188.5255126,7.7572644,False,False,False,True
155,4000707073439,188.5221101,7.7592648,False,False,False,True
156,4000707073760,188.4988516,7.7629698,False,False,False,True
157,4000707073776,188.5014325,7.764599,False,False,False,True
158,4000707073866,188.4957946,7.7651337,False,True,False,False
159,4000707073982,188.4892895,7.7660429,False,False,False,True
160,4000707074196,188.4942477,7.7689032,False,False,False,True
161,4000707074239,188.4989667,7.7695898,False,False,True,True
162,4000707074333,188.5292821,7.7705259999999985,True,False,False,False
163,4000707074864,188.5027679,7.7843559,False,True,False,False
164,4000707635710,9.3619948,39.2405061,False,False,False,True
165,4000707636592,9.4054964,39.2550815,True,False,False,False
166,4000707636858,9.3905047,39.25822520000001,False,False,False,True
167,4000707638223,9.382168,39.2696559,False,False,True,False
168,4000707640940,9.383093400000002,39.3023571,False,True,False,False
169,4000707741812,350.1849839,8.2214974,False,False,False,True
170,4000707908013,129.6347584,25.7634984,False,True,False,False
171,4000707908501,129.6046277,25.7777051,True,False,False,False
172,4000708077840,184.949852,47.27960570000001,False,False,False,True
173,4000708078102,184.9513654,47.2853341,False,False,False,True
174,4000708078477,184.9192532,47.2940346,False,False,False,True
175,4000708080000,184.9580399,47.31774470000001,False,True,False,False
176,4000708089420,189.152399,62.0675365,False,False,False,True
177,4000708089596,189.140144,62.07936700000001,False,False,False,True
178,4000708089822,189.1242755,62.0950685,False,False,False,True
179,4000708107558,215.0244812,53.0340144,False,True,False,False
180,4000708108270,215.0141395,53.0539318,True,False,False,False
181,4000708108874,215.0141278,53.0665048,False,False,True,False
182,4000708109503,215.042897,53.08627360000001,True,False,False,False
183,4000708110752,150.1191228,2.3255794,True,False,False,False
184,4000708115204,78.4861145,-40.1505627,False,False,False,True
185,4000708116490,78.4298177,-40.1253091,False,False,False,False
186,4000708116769,78.4324077,-40.1204242,False,False,False,True
187,4000708126854,69.9013988,-29.0971316,False,False,False,True
188,4000708126996,69.8875156,-29.0777088,False,False,False,True
189,4000708129678,150.01782769999997,1.8758534,False,False,False,True
190,4000708130341,149.98885719999996,1.9082954,False,False,False,True
191,4000708130472,149.9883311,1.9127881,False,False,False,True
192,4000708130489,149.9978715,1.913195,True,False,False,False
