"col1","SourceID","RA_1a","Dec_1a","isStageOne","isStageTwo","isStageThree","isStageFour","ra_1","dec_1","type_1","zpdf_1","zpdf_l68_1","zpdf_h68_1","zminchi2_1","chi2_best_1","m_i_1","m_z_1","m_k_1","mass_med_1","mass_med_min68_1","mass_med_max68_1","mass_best_1","sfr_med_1","sfr_med_min68_1","sfr_med_max68_1","sfr_best_1","Separation_1","ra_2","dec_2","type_2","zpdf_2","zpdf_l68_2","zpdf_h68_2","zminchi2_2","chi2_best_2","m_i_2","m_z_2","m_k_2","mass_med_2","mass_med_min68_2","mass_med_max68_2","mass_best_2","sfr_med_2","sfr_med_min68_2","sfr_med_max68_2","sfr_best_2","Separation_2"
20204,6000256474166,149.97885369999997,2.3759797,0,0,0,1,149.978849,2.375929,0,0.303,0.295,0.312,0.303,4.101137931,-20.045,-20.361,-21.252,9.572,9.528,9.613,9.594,0.9,0.831,0.968,0.902,0.18330124052869692,,,,,,,,,,,,,,,,,,,,
20205,6000256474180,149.97763569999995,2.3755805,1,0,0,0,149.977646,2.375534,0,0.71,0.696,0.726,0.705,2.5612607143,-21.603,-21.937,-22.994,10.4,10.339,10.443,10.445,1.474,1.35,1.743,1.476,0.17145064657344228,149.978016,2.375632,0,1.169,1.117,1.19,1.169,5.9485,-20.724,-20.884,-22.191,9.821,9.747,9.878,9.847,1.143,0.947,1.336,0.933,1.3804103692446548
20214,6000258247835,150.52489,2.2079811,0,0,0,1,150.52496,2.207959,0,0.452,0.444,0.461,0.451,1.8669655172,-21.448,-21.643,-21.956,10.058,10.015,10.099,10.054,1.015,0.871,1.258,0.998,0.2640824372237661,,,,,,,,,,,,,,,,,,,,
20215,6000258247954,150.520217,2.2401843,1,0,0,0,150.52058,2.239154,0,0.804,0.789,0.818,0.808,0.634625,-21.107,-21.118,-21.26,9.767,9.723,9.805,9.744,0.8,0.73,0.869,0.827,3.932224893726265,150.52058,2.239154,0,0.804,0.789,0.818,0.808,0.634625,-21.107,-21.118,-21.26,9.767,9.723,9.805,9.744,0.8,0.73,0.869,0.827,3.932224893726265
20223,6000259968791,150.1057006,2.3802789,0,0,0,1,150.105831,2.380257,0,0.89,0.883,0.897,0.889,3.1772931034,-22.878,-23.086,-23.475,10.343,10.306,10.385,10.36,2.199,2.131,2.268,2.183,0.4756149100438807,,,,,,,,,,,,,,,,,,,,
20242,6000266241845,150.0025388,2.6259222,0,0,1,0,150.002602,2.626021,0,0.25,0.243,0.257,0.248,1.5420692308,-18.144,-18.163,-17.978,8.506,8.434,8.575,8.491,-0.743,-0.833,-0.645,-0.757,0.4220959046841275,150.002911,2.625775,0,0.25,0.243,0.257,0.25,5.212962963,-17.191,-17.348,-17.069,8.072,8.027,8.118,8.003,-0.686,-0.769,-0.615,-0.78,1.4395945585822099
20244,6000266757037,150.1021739,2.4282213,1,0,0,0,150.102052,2.42809,0,0.859,0.825,0.889,0.825,3.7136071429,-22.581,-22.766,-23.142,10.785,10.74,10.844,10.776,0.928,0.839,1.11,0.914,0.6447179687325849,150.100385,2.428203,0,1.143,1.121,1.248,1.144,0.99505,-21.298,-21.048,-20.853,9.292,9.197,9.44,9.189,1.103,0.861,1.345,1.377,6.434594683220014
20284,6000275308523,150.4288964,1.9197671000000005,0,0,1,0,150.428986,1.919701,0,0.92,0.911,0.93,0.919,1.1101928571,-22.668,-22.993,-23.516,10.9,10.866,10.934,10.91,0.695,0.627,0.766,0.652,0.4006908470068431,150.429655,1.919844,0,0.95,0.943,0.957,0.951,3.9309310345,-22.063,-22.185,-22.119,9.828,9.729,9.893,9.846,1.366,1.253,1.619,1.303,2.743430822416744
20285,6000275308651,150.43122659999997,1.9119039,0,0,0,1,150.431538,1.911868,0,0.37,0.363,0.377,0.371,4.5593703704,-19.572,-19.712,-19.863,8.802,8.766,8.836,8.844,0.397,0.329,0.467,0.408,1.1278452225401157,,,,,,,,,,,,,,,,,,,,
20290,6000276234695,150.0302907,2.3587304,1,0,0,0,150.030322,2.358726,2,0.694,0.685,0.703,0.693,2.9541068966,-21.766,-22.021,-22.638,10.651,10.616,10.685,10.646,-0.302,-0.372,-0.232,-0.259,0.1136933685427438,150.029475,2.35919,0,0.746,0.723,0.781,0.739,1.0743807692,-19.519,-19.681,-20.122,9.314,9.255,9.395,9.336,0.298,0.041,0.51,0.201,3.3683986757404005
20326,6000289676071,150.0851071,2.527825,0,0,1,0,150.08522,2.527585,0,0.995,0.986,1.003,0.995,3.99025,-22.89,-23.293,-23.524,10.481,10.432,10.772,10.459,2.339,1.56,2.436,2.334,0.9546560468578169,150.084897,2.528429,0,0.978,0.904,0.994,0.984,0.61915517241,-21.003,-21.223,-21.48,9.901,9.803,10.011,9.84,0.698,0.554,0.983,0.863,2.301951938252264
20345,6000294707310,150.344396,1.9331718,0,0,1,0,150.344075,1.932852,0,0.803,0.793,0.812,0.803,2.1487888889,-21.567,-21.756,-21.827,10.4,10.366,10.434,10.447,-0.142,-0.292,-0.045,-0.104,1.630747555974803,150.344075,1.932852,0,0.803,0.793,0.812,0.803,2.1487888889,-21.567,-21.756,-21.827,10.4,10.366,10.434,10.447,-0.142,-0.292,-0.045,-0.104,1.630747555974803
20346,6000294707314,150.35103859999995,1.9356063,0,0,0,1,150.350994,1.9356,0,0.44,0.433,0.447,0.438,1.3287310345,-21.243,-21.329,-21.304,9.801,9.763,9.842,9.759,0.815,0.45,0.941,0.841,0.1620632155232882,,,,,,,,,,,,,,,,,,,,
20347,6000294707424,150.3579687,1.9731931,0,0,0,1,150.358128,1.973304,0,0.352,0.344,0.359,0.353,3.6230689655,-21.191,-21.507,-22.367,10.292,10.254,10.339,10.367,0.476,0.402,0.576,0.515,0.6984854766375123,,,,,,,,,,,,,,,,,,,,
20348,6000294707485,150.3446281,1.953979,1,0,0,0,150.344561,1.953956,0,1.238,1.229,1.248,1.239,0.86254642857,-23.692,-23.958,-24.411,11.2,11.166,11.234,11.224,1.4,1.332,1.468,1.379,0.25522389362306974,150.344201,1.95448,0,4.324,0.787,4.543,4.385,1.1420869565,-22.137,-22.259,-22.085,9.663,9.521,9.83,9.653,2.016,1.913,2.102,2.027,2.369454482239826
20349,6000294707487,150.344393,1.9531765,1,0,0,0,150.344463,1.953203,0,0.309,0.301,0.318,0.309,1.535475,-19.233,-19.35,-19.444,9.095,9.035,9.248,9.259,-0.389,-0.544,-0.217,-0.486,0.2693165248552831,150.345237,1.953331,0,0.514,0.493,0.54,0.507,1.8882888889,-18.886,-19.017,-19.053,9.001,8.96,9.046,8.953,-0.871,-0.965,-0.449,-0.957,3.087152100017103
20375,6000301603373,149.96367719999995,2.0160582,1,0,0,0,149.963589,2.01598,0,0.382,0.374,0.39,0.382,2.7786172414,-20.694,-20.956,-21.563,9.825,9.78,9.87,9.854,0.606,0.534,0.678,0.64,0.4242024181674539,149.964401,2.016766,0,0.162,0.153,0.17,0.162,3.1425172414,-19.364,-19.547,-19.586,9.247,9.212,9.284,9.3,-0.495,-0.573,-0.423,-0.424,3.6433328431028156
20386,6000302545995,150.5500825,2.371829,0,1,0,0,150.549944,2.371813,0,0.552,0.541,0.565,0.55,1.087162069,-20.308,-20.484,-20.481,9.384,9.338,9.438,9.362,0.676,0.567,0.76,0.67,0.5014917248008273,150.55039,2.372171,0,1.358,1.28,1.44,1.349,0.82602592593,-20.054,-19.902,-20.028,9.271,9.19,9.361,9.333,0.164,-0.077,0.286,-0.155,1.6550538810177455
20387,6000302546022,150.5471529,2.3737839,1,0,0,0,150.546806,2.374792,0,0.48,0.473,0.487,0.481,3.2346551724,-22.262,-22.519,-22.712,10.411,10.368,10.447,10.424,1.37,1.254,1.522,1.29,3.8376720850308517,150.546806,2.374792,0,0.48,0.473,0.487,0.481,3.2346551724,-22.262,-22.519,-22.712,10.411,10.368,10.447,10.424,1.37,1.254,1.522,1.29,3.8376720850308517
20388,6000302546244,150.555196,2.3839425,1,0,0,0,150.554927,2.38395,0,0.613,0.598,0.626,0.61,1.4257777778,-20.465,-20.376,-20.581,9.623,9.575,9.691,9.608,0.042,-0.153,0.152,0.109,0.967938519950533,150.555607,2.384413,0,0.958,0.946,0.973,0.953,1.3207714286,-20.885,-21.237,-21.188,9.398,9.359,9.441,9.402,1.296,1.226,1.367,1.277,2.24819618286806
20389,6000302546489,150.55509730000003,2.3958126,0,1,0,0,150.554187,2.394572,0,3.667,3.647,3.699,3.662,3.3543769231,-22.249,-21.843,-21.793,9.942,9.846,10.041,10.009,0.859,0.736,1.221,0.795,5.537786720765776,150.554187,2.394572,0,3.667,3.647,3.699,3.662,3.3543769231,-22.249,-21.843,-21.793,9.942,9.846,10.041,10.009,0.859,0.736,1.221,0.795,5.537786720765776
20390,6000302546885,150.5497691,2.4095202,0,0,0,1,150.549649,2.409758,0,1.01,1.003,1.017,1.007,17.788357143,-23.923,-24.268,-23.482,10.462,10.421,10.496,10.457,2.4,2.332,2.468,2.363,0.9588939958233506,,,,,,,,,,,,,,,,,,,,
20392,6000302822905,150.1057836,2.3966839,0,1,0,0,150.105816,2.397872,0,0.242,0.234,0.25,0.242,1.867525,-21.151,-21.405,-21.658,10.25,10.216,10.284,10.249,-3.0,-3.068,-2.932,-3.037,4.278747334455769,150.105816,2.397872,0,0.242,0.234,0.25,0.242,1.867525,-21.151,-21.405,-21.658,10.25,10.216,10.284,10.249,-3.0,-3.068,-2.932,-3.037,4.278747334455769
20404,6000307024667,150.4577326,2.4174512000000004,0,0,0,1,150.457813,2.417432,0,0.66,0.653,0.667,0.663,2.5385965517,-22.336,-22.499,-22.864,10.36,10.32,10.394,10.37,1.498,1.43,1.567,1.453,0.2973281688185792,,,,,,,,,,,,,,,,,,,,
20414,6000311229954,150.087352,2.3099587,1,0,0,0,150.087685,2.310687,0,0.959,0.944,0.971,0.964,2.2902857143,-23.001,-23.244,-23.828,10.911,10.869,10.953,10.896,1.491,1.418,1.573,1.504,2.882540683333641,150.087685,2.310687,0,0.959,0.944,0.971,0.964,2.2902857143,-23.001,-23.244,-23.828,10.911,10.869,10.953,10.896,1.491,1.418,1.573,1.504,2.882540683333641
20415,6000311257205,150.1811071,2.5949622000000003,0,0,1,0,150.181091,2.594985,0,1.273,1.264,1.285,1.272,1.6024535714,-22.762,-22.532,-22.773,10.005,9.967,10.039,9.981,1.899,1.831,1.968,1.841,0.10044700981637036,150.181099,2.594063,0,2.434,0.896,3.509,3.352,0.59364583333,-19.579,-19.553,-19.872,8.947,8.712,9.148,8.484,0.475,0.167,0.771,1.142,3.2372510649676625
20416,6000311257352,150.20432549999995,2.6075151,0,0,1,0,150.20439,2.607685,0,0.699,0.693,0.707,0.698,21.595925926,-22.445,-22.421,-22.166,10.5,10.466,10.534,10.499,0.5,0.432,0.568,0.48,0.6541473308187438,150.203147,2.607784,1,5.64,5.513,5.749,5.743,2.484488,-21.683,-21.748,-21.539,8.945,8.88,9.125,8.909,1.545,1.437,1.639,1.571,4.347355331349358
20423,6000313282542,150.075367,2.32599,0,0,1,0,150.075466,2.326058,0,0.885,0.872,0.895,0.888,1.2916071429,-20.807,-20.749,-20.845,9.232,9.186,9.287,9.254,1.089,1.015,1.165,1.112,0.4321328175161586,150.076329,2.325533,0,0.932,0.854,0.992,0.892,1.0180961538,-19.596,-19.716,-19.024,8.9,8.759,9.027,9.022,-0.076,-0.364,0.24,-0.476,3.8315382950689703
20424,6000313282851,150.09204599999995,2.3372681,1,0,0,0,150.091329,2.337776,0,0.331,0.324,0.338,0.333,1.3410103448,-21.631,-21.826,-22.266,10.25,10.216,10.284,10.234,0.5,0.432,0.568,0.51,3.1614400179275615,150.091329,2.337776,0,0.331,0.324,0.338,0.333,1.3410103448,-21.631,-21.826,-22.266,10.25,10.216,10.284,10.234,0.5,0.432,0.568,0.51,3.1614400179275615
20425,6000313619619,150.10751530000005,2.5574481,1,0,0,0,150.10761,2.556511,0,0.501,0.492,0.51,0.502,0.87291785714,-21.202,-21.495,-21.764,10.33,10.282,10.385,10.283,-3.721,-4.295,-3.6,-12.658,3.390708214092332,150.10761,2.556511,0,0.501,0.492,0.51,0.502,0.87291785714,-21.202,-21.495,-21.764,10.33,10.282,10.385,10.283,-3.721,-4.295,-3.6,-12.658,3.390708214092332
20428,6000315015069,150.5121265,1.9177755,0,0,1,0,150.512424,1.91721,0,1.336,1.29,1.363,1.347,1.9920392857,-22.042,-22.049,-21.972,9.865,9.819,9.905,9.844,1.3,1.232,1.368,1.294,2.30005183015999,150.511023,1.917416,0,0.871,0.859,0.888,0.864,1.435025,-20.809,-21.02,-21.15,9.493,9.447,9.581,9.48,1.051,0.743,1.151,1.056,4.175982949390828
20429,6000315015106,150.5102661,1.9201495,1,0,0,0,150.510186,1.920119,0,0.659,0.652,0.666,0.658,1.5893222222,-20.145,-19.788,-19.765,9.233,9.192,9.277,9.232,0.284,0.211,0.365,0.263,0.30840586447819074,150.51015,1.91964,0,1.074,1.061,1.089,1.071,1.7078518519,-19.738,-20.213,-19.952,8.846,8.768,8.989,8.787,0.815,0.565,0.955,0.929,1.8811656304520938
20453,6000324647543,150.1159216,2.4164226,0,0,0,1,150.115758,2.41637,0,1.143,1.131,1.153,1.146,7.4654482759,-22.099,-22.33,-22.894,9.76,9.72,9.795,9.774,1.9,1.832,1.968,1.871,0.6181540980722381,,,,,,,,,,,,,,,,,,,,
20454,6000324647810,150.1176092,2.3877595,1,0,0,0,150.117681,2.387692,0,1.727,1.653,1.742,1.733,1.2169275862,-22.001,-22.285,-22.456,9.925,9.865,9.988,9.933,1.608,1.534,1.682,1.596,0.3546053378667,150.116997,2.387917,0,2.431,1.764,2.906,1.808,0.75756666667,-20.292,-20.584,-21.23,9.325,9.143,9.539,8.921,1.001,0.627,1.227,1.579,2.2738339579391753
20465,6000326832605,149.8056913,2.2534327000000003,1,0,0,0,149.806062,2.253468,0,0.358,0.346,0.372,0.353,1.8782214286,-19.425,-19.623,-20.162,9.232,9.187,9.279,9.259,0.041,-0.222,0.157,-0.229,1.3395295847056468,149.804433,2.253584,0,0.318,0.257,0.367,0.347,0.67005769231,-17.032,-17.17,-17.007,8.581,8.372,8.676,8.603,-2.507,-3.018,-2.251,-2.312,4.559030882879377
20493,6000333759198,150.4311656,2.3305846000000003,0,1,0,0,150.431215,2.330593,0,0.702,0.694,0.719,0.703,9.0282222222,-20.665,-20.693,-20.957,9.003,8.967,9.038,8.965,1.595,1.524,1.666,1.619,0.18024767052189633,150.430239,2.330567,0,3.271,0.387,3.304,3.276,7.9834615385,-20.979,-21.007,-20.646,8.994,8.932,9.149,8.956,1.18,1.034,1.63,1.615,3.3336029604888444
20508,6000336755926,150.6540898,2.1509947,0,1,0,0,150.653936,2.151393,0,0.7,0.693,0.707,0.703,7.848862069,-23.18,-23.492,-23.71,10.559,10.519,10.593,10.53,2.495,2.427,2.566,2.456,1.5369259750982576,150.653418,2.15051,0,0.213,0.171,0.591,0.199,0.87592083333,-14.781,-15.012,-15.091,7.163,7.022,7.39,6.536,-1.424,-1.881,-1.113,-0.81,2.9808645417592325
20519,6000338494489,149.9174179,2.3145542000000003,0,1,0,0,149.917342,2.314011,0,0.652,0.627,0.666,0.659,2.6081892857,-22.017,-22.223,-22.987,10.701,10.665,10.737,10.749,0.207,0.134,0.275,0.274,1.9744864715186026,149.916468,2.315055,0,2.954,2.855,3.05,2.958,0.73969230769,-20.522,-20.563,-20.215,8.873,8.656,9.052,8.993,0.443,0.345,0.848,0.376,3.8633194432090394
20520,6000338494641,149.9012846,2.3289751,0,0,0,1,149.901249,2.329011,0,0.347,0.333,0.357,0.351,5.8905862069,-19.994,-20.14,-20.596,9.482,9.444,9.526,9.564,0.049,-0.038,0.135,0.067,0.18193635968925365,,,,,,,,,,,,,,,,,,,,
20521,6000338494675,149.9155619,2.3273313,0,0,0,1,149.915535,2.32731,0,0.897,0.886,0.928,0.894,2.570937931,-22.223,-22.396,-22.741,10.31,10.269,10.344,10.311,1.42,1.34,1.489,1.445,0.12345988585841602,,,,,,,,,,,,,,,,,,,,
20522,6000338494843,149.9009154,2.3381004,0,1,0,0,149.901021,2.336962,0,2.291,1.941,2.489,2.346,0.74557407407,-21.632,-21.673,-21.658,9.993,9.869,10.071,10.079,1.01,0.843,1.386,0.591,4.115805183456996,149.901021,2.336962,0,2.291,1.941,2.489,2.346,0.74557407407,-21.632,-21.673,-21.658,9.993,9.869,10.071,10.079,1.01,0.843,1.386,0.591,4.115805183456996
20523,6000338494907,149.8982908,2.3306661,0,0,0,1,149.898276,2.330661,0,0.94,0.933,0.947,0.941,6.6880344828,-23.118,-23.409,-24.101,10.463,10.421,10.498,10.46,2.301,2.232,2.369,2.319,0.0563129945027246,,,,,,,,,,,,,,,,,,,,
20547,6000348886299,150.4504153,2.3761502999999995,0,0,1,0,150.450346,2.376176,0,1.35,1.318,1.377,1.358,1.3365928571,-21.97,-21.87,-22.15,10.07,10.026,10.11,10.045,1.143,1.054,1.227,1.128,0.2658819928827167,150.449978,2.376269,0,1.421,1.392,1.452,1.413,1.6427689655,-22.031,-21.816,-22.127,9.614,9.53,9.756,9.598,1.846,1.454,1.951,1.879,1.6299385297237075
20551,6000350188914,150.074714,2.5129932,0,0,0,1,150.074727,2.512971,0,1.253,1.241,1.263,1.255,2.1920275862,-22.956,-22.914,-23.379,10.556,10.518,10.59,10.567,1.5,1.432,1.568,1.512,0.09259176946979342,,,,,,,,,,,,,,,,,,,,
20552,6000350189068,150.0835586,2.5328388,0,0,0,1,150.083683,2.532393,0,0.17,0.163,0.177,0.168,30.069517241,-19.957,-20.127,-19.904,9.85,9.816,9.884,9.951,-1.8,-1.868,-1.732,-1.717,1.6660758889465004,,,,,,,,,,,,,,,,,,,,
20553,6000350189098,150.0811731,2.530456,0,1,0,0,150.081134,2.530572,0,0.702,0.694,0.709,0.702,4.503,-22.588,-22.724,-23.403,11.05,11.016,11.084,11.075,-0.5,-0.568,-0.431,-0.475,0.44064102670642546,150.080677,2.529774,0,3.224,3.072,3.374,3.351,2.5389259259,-22.897,-23.106,-22.913,10.011,9.92,10.081,9.981,1.992,1.922,2.068,1.986,3.03503613990959
20563,6000352298289,150.48869530000005,2.5321364,0,1,0,0,150.488694,2.531812,0,0.828,0.821,0.837,0.828,7.0329642857,-21.867,-21.993,-22.803,10.106,10.064,10.144,10.075,1.534,1.448,1.607,1.538,1.1678493589754093,150.488694,2.531812,0,0.828,0.821,0.837,0.828,7.0329642857,-21.867,-21.993,-22.803,10.106,10.064,10.144,10.075,1.534,1.448,1.607,1.538,1.1678493589754093
20564,6000352298306,150.4965207,2.5370482999999995,1,0,0,0,150.495885,2.536986,0,1.803,1.559,2.147,1.665,0.39314074074,-20.542,-20.789,-20.965,9.692,9.54,9.805,9.899,0.749,0.461,1.06,-0.141,2.2972512758846566,150.495885,2.536986,0,1.803,1.559,2.147,1.665,0.39314074074,-20.542,-20.789,-20.965,9.692,9.54,9.805,9.899,0.749,0.461,1.06,-0.141,2.2972512758846566
20565,6000352298482,150.49447450000005,2.5589592,1,0,0,0,150.494895,2.558891,0,1.302,1.28,1.324,1.298,1.8353178571,-23.349,-23.476,-23.547,10.818,10.775,10.857,10.796,0.148,-0.003,0.251,0.218,1.5320909222628127,150.494895,2.558891,0,1.302,1.28,1.324,1.298,1.8353178571,-23.349,-23.476,-23.547,10.818,10.775,10.857,10.796,0.148,-0.003,0.251,0.218,1.5320909222628127
20566,6000352298495,150.4722188,2.5576302,0,1,0,0,150.47229,2.557713,0,0.741,0.713,0.782,0.741,3.0016964286,-21.865,-21.869,-21.99,9.954,9.914,9.991,9.949,1.45,1.364,1.536,1.443,0.39296411380784363,150.47241,2.557214,0,0.35,0.341,0.36,0.346,1.2608576923,-19.292,-19.371,-19.615,9.194,9.137,9.247,9.16,-0.332,-0.646,-0.209,-0.339,1.6485763374032247
20567,6000352298525,150.51125869999996,2.5557901000000003,0,0,0,1,150.511324,2.555842,0,0.931,0.924,0.938,0.934,1.5612214286,-20.832,-21.041,-21.204,9.383,9.333,9.456,9.382,1.024,0.89,1.15,1.046,0.3001031528039308,,,,,,,,,,,,,,,,,,,,
20568,6000352298623,150.47596930000003,2.5506569,0,0,1,0,150.476061,2.550752,0,1.072,1.05,1.088,1.075,3.8828148148,-20.287,-20.556,-21.296,9.565,9.514,9.611,9.559,0.815,0.736,0.891,0.821,0.4753669571989656,150.476052,2.550204,0,0.382,0.37,0.395,0.382,1.0924285714,-18.684,-18.75,-18.497,8.806,8.71,8.886,8.806,-0.559,-0.657,-0.414,-0.577,1.657346155248179
20569,6000352298747,150.50353130000005,2.566214200000001,0,0,1,0,150.503593,2.566275,0,0.91,0.903,0.917,0.912,1.4926576923,-20.107,-20.543,-20.707,9.231,9.173,9.353,9.223,0.564,0.329,0.66,0.624,0.3116838778809591,150.503279,2.566306,0,0.91,0.903,0.917,0.911,4.7514230769,-18.639,-18.875,-19.378,8.228,8.175,8.38,8.191,0.839,0.714,0.939,0.849,0.9656788828232041
20570,6000352545266,150.09222119999995,2.2043065,0,0,0,1,150.092255,2.204428,0,0.831,0.823,0.838,0.831,1.2619310345,-23.059,-23.079,-23.194,10.437,10.401,10.483,10.454,1.817,1.73,1.889,1.857,0.453985547409702,,,,,,,,,,,,,,,,,,,,
20578,6000354149920,149.9224271,2.5022059,1,0,0,0,149.922282,2.502897,0,0.624,0.606,0.648,0.611,1.8954777778,-20.928,-21.097,-21.626,10.329,10.284,10.375,10.388,-0.793,-0.869,-0.717,-0.719,2.5421024201066733,149.922282,2.502897,0,0.624,0.606,0.648,0.611,1.8954777778,-20.928,-21.097,-21.626,10.329,10.284,10.375,10.388,-0.793,-0.869,-0.717,-0.719,2.5421024201066733
20579,6000354149972,149.9346726,2.4984353,1,0,0,0,149.934711,2.498409,0,0.723,0.714,0.73,0.723,1.3470518519,-21.965,-22.161,-22.588,10.739,10.705,10.779,10.748,-0.371,-0.459,-0.242,-0.372,0.16744636638680616,149.933802,2.499192,0,0.892,0.868,0.917,0.873,1.7714925926,-21.7,-21.924,-22.118,10.342,10.287,10.4,10.298,-1.583,-1.699,-1.289,-1.266,4.150315257983109
20580,6000354150043,149.9382346,2.4945868,0,0,0,1,149.938321,2.494591,0,0.54,0.533,0.547,0.541,1.4890517241,-21.861,-22.056,-22.175,9.917,9.851,10.05,9.854,1.532,1.173,1.646,1.619,0.3111128700034549,,,,,,,,,,,,,,,,,,,,
20581,6000354150289,149.945612,2.5041725,0,0,0,1,149.945687,2.504161,0,0.65,0.643,0.657,0.653,2.7072103448,-22.038,-22.196,-22.178,9.946,9.912,9.983,9.953,1.5,1.432,1.568,1.518,0.27290070407456896,,,,,,,,,,,,,,,,,,,,
20582,6000354150290,149.9208857,2.5028083,0,0,0,1,149.92097,2.502808,0,0.711,0.703,0.718,0.712,2.3741392857,-22.132,-22.311,-22.57,10.246,10.208,10.284,10.235,1.362,1.103,1.478,1.435,0.30319242864547336,,,,,,,,,,,,,,,,,,,,
20583,6000354274296,150.3747689,2.1370765,0,0,0,1,150.374844,2.13711,0,0.729,0.718,0.74,0.725,1.5897214286,-21.155,-21.132,-21.322,9.636,9.599,9.682,9.61,1.055,0.962,1.144,1.059,0.2958669377151873,,,,,,,,,,,,,,,,,,,,
20586,6000355625064,150.19405869999997,1.9985367,0,0,0,1,150.194084,1.998508,0,0.445,0.436,0.454,0.446,4.3731034483,-22.07,-22.278,-22.524,10.5,10.466,10.534,10.486,0.8,0.732,0.868,0.814,0.13769713124923413,,,,,,,,,,,,,,,,,,,,
20601,6000359731484,150.17559440000005,2.4443473,0,0,0,1,150.175654,2.444327,0,0.343,0.334,0.35,0.343,2.1748172414,-21.125,-21.327,-21.572,10.052,10.017,10.088,10.096,0.201,0.132,0.27,0.244,0.22647945642924674,,,,,,,,,,,,,,,,,,,,
20606,6000361155923,150.19065859999995,2.5285797000000003,0,0,0,1,150.190657,2.528615,0,0.859,0.848,0.868,0.859,1.0404888889,-20.954,-21.253,-21.313,9.69,9.655,9.73,9.685,0.878,0.809,0.961,0.87,0.12721021744059294,,,,,,,,,,,,,,,,,,,,
20607,6000361156069,150.17354440000005,2.5416765,0,0,1,0,150.174081,2.542385,0,0.349,0.342,0.357,0.349,2.9239275862,-20.689,-20.906,-21.261,9.4,9.366,9.434,9.387,1.42,1.34,1.488,1.413,3.1984240420904286,150.174081,2.542385,0,0.349,0.342,0.357,0.349,2.9239275862,-20.689,-20.906,-21.261,9.4,9.366,9.434,9.387,1.42,1.34,1.488,1.413,3.1984240420904286
20630,6000369525868,150.2070794,2.1236080000000004,0,0,0,1,150.206935,2.123601,0,0.601,0.593,0.608,0.6,1.2562964286,-22.494,-22.772,-23.108,10.75,10.716,10.784,10.736,0.9,0.832,0.968,0.89,0.5200938444052777,,,,,,,,,,,,,,,,,,,,
20635,6000372417635,150.0270498,1.8682684,0,1,0,0,150.026954,1.868424,0,0.843,0.83,0.854,0.847,5.7207142857,-22.495,-22.665,-23.047,10.673,10.606,10.761,10.651,0.95,0.795,1.055,0.79,0.6577195523949402,150.025913,1.869276,0,0.2,0.193,0.207,0.198,1.5945964286,-19.629,-19.729,-19.651,9.075,8.988,9.123,9.184,-0.087,-0.172,0.025,-0.035,5.46702132699711
20636,6000372417642,150.02747769999996,1.8685785,0,0,0,0,150.030271,1.869026,0,0.43,0.423,0.437,0.429,3.6146071429,-21.655,-21.955,-22.467,10.62,10.577,10.66,10.626,-0.5,-0.568,-0.432,-0.494,10.178826267491857,150.030271,1.869026,0,0.43,0.423,0.437,0.429,3.6146071429,-21.655,-21.955,-22.467,10.62,10.577,10.66,10.626,-0.5,-0.568,-0.432,-0.494,10.178826267491857
20637,6000372417852,150.02254130000003,1.8943235,1,0,0,0,150.022222,1.894505,0,0.734,0.725,0.744,0.734,0.8948862069,-22.133,-22.335,-22.764,10.48,10.439,10.525,10.505,0.983,0.843,1.229,0.921,1.3216625477964496,150.022222,1.894505,0,0.734,0.725,0.744,0.734,0.8948862069,-22.133,-22.335,-22.764,10.48,10.439,10.525,10.505,0.983,0.843,1.229,0.921,1.3216625477964496
20638,6000372591535,150.0482399,2.6279865,1,0,0,0,150.048462,2.627829,0,0.662,0.654,0.669,0.663,1.9687142857,-21.157,-21.38,-21.265,9.677,9.635,9.721,9.674,1.055,0.97,1.141,1.057,0.9795107331772996,150.048462,2.627829,0,0.662,0.654,0.669,0.663,1.9687142857,-21.157,-21.38,-21.265,9.677,9.635,9.721,9.674,1.055,0.97,1.141,1.057,0.9795107331772996
20639,6000372591832,150.0524466,2.60773,0,1,0,0,150.052928,2.607338,0,0.858,0.85,0.868,0.858,3.208425,-23.037,-23.368,-23.986,11.25,11.216,11.284,11.247,-0.1,-0.168,-0.032,-0.088,2.2335390708462715,150.052928,2.607338,0,0.858,0.85,0.868,0.858,3.208425,-23.037,-23.368,-23.986,11.25,11.216,11.284,11.247,-0.1,-0.168,-0.032,-0.088,2.2335390708462715
20648,6000379519439,150.15105069999996,2.5198571,1,0,0,0,150.151067,2.519901,0,0.665,0.656,0.674,0.665,3.1132655172,-22.891,-23.173,-23.448,10.9,10.866,10.934,10.888,-1.7,-1.768,-1.632,-1.679,0.16856253441596394,150.151017,2.519342,0,0.745,0.736,0.757,0.744,3.3597857143,-20.788,-20.906,-20.565,9.65,9.615,9.684,9.623,-0.098,-0.167,-0.028,-0.107,1.8583167402753973
20741,6000397072550,150.0588729,2.2466533,0,0,0,1,150.058906,2.246603,0,0.932,0.924,0.939,0.934,1.0790964286,-22.701,-22.88,-23.159,10.542,10.508,10.581,10.534,1.4,1.332,1.468,1.406,0.2167192930075279,,,,,,,,,,,,,,,,,,,,
