mass,sfr
9.639,1.366
10.713,1.198
10.211,1.423
10.648,0.1
10.347,0.006
11.25,-0.3
9.623,0.6
9.336,0.453
9.95,1.3
10.467,0.693
11.0,-0.6
9.81,1.595
10.769,1.84
9.544,1.811
10.4,-1.8
9.836,1.0
11.051,-0.997
10.543,1.598
10.37,1.24
10.473,2.021
9.386,0.662
9.992,1.011
8.978,-0.571
9.768,1.1
10.133,1.61
9.557,0.994
9.893,1.14
10.587,1.184
10.044,1.5
11.0,-1.0
9.83,0.134
9.888,1.437
10.25,1.3
9.849,0.987
9.091,-0.428
10.237,1.23
10.711,0.368
10.532,1.386
9.26,0.554
10.884,1.136
10.21,1.42
10.95,-0.6
11.602,-1.736
10.06,1.824
9.892,1.681
10.316,1.621
10.285,1.503
9.935,1.3
9.814,1.187
8.256,-0.64
9.265,0.532
9.9,0.399
11.051,0.2
9.191,0.565
11.0,-1.0
9.821,0.994
9.014,0.387
10.058,1.413
10.711,1.776
9.542,1.66
9.617,1.161
8.972,0.352
9.796,-0.108
9.373,0.315
9.658,0.892
9.036,0.165
10.268,1.175
9.811,1.2
10.05,-0.1
9.883,-1.773
8.414,-0.74
9.919,1.019
10.79,1.873
10.544,1.656
9.794,0.118
11.0,0.5
10.438,1.795
11.179,1.272
10.487,1.14
10.408,-0.658
10.537,0.832
10.9,1.1
10.699,1.103
10.58,1.898
9.501,-0.103
10.95,0.514
11.2,0.5
10.089,0.398
9.45,2.1
11.2,0.091
10.298,1.899
10.008,2.017
10.346,1.202
9.857,1.601
9.587,0.81
9.56,0.684
10.496,1.497
8.995,-0.71
10.7,0.2
9.653,-0.2
10.65,0.1
9.894,1.401
10.249,-0.298
11.05,1.4
10.576,-1.35
9.122,0.486
10.7,1.8
10.8,0.6
10.205,0.678
9.876,1.6
9.942,1.399
10.184,0.332
10.748,0.303
11.0,0.7
11.114,1.62
10.08,2.057
9.877,0.744
9.744,1.274
9.2,-0.1
8.745,-0.299
10.535,1.459
10.295,0.112
9.753,0.996
10.678,2.4
10.507,-2.096
10.651,-0.902
8.943,-0.697
9.553,0.7
9.713,-0.035
10.45,3.099
9.306,-1.423
10.114,1.6
10.188,1.874
10.654,0.976
10.074,1.39
9.464,0.105
10.694,-0.389
9.71,-0.004
9.068,0.305
10.638,-2.772
10.911,1.601
10.792,2.111
10.55,-0.3
9.63,0.436
11.204,1.428
9.654,0.692
9.476,0.611
10.449,0.496
10.067,1.69
10.494,0.747
10.987,1.7
9.569,0.658
10.199,1.7
9.793,1.3
9.521,0.703
9.458,-0.386
9.206,-0.348
10.54,2.392
10.436,1.601
9.97,0.924
9.731,1.82
11.15,-0.6
11.079,0.86
9.901,2.042
10.169,1.246
10.9,0.601
10.078,1.297
9.304,-0.196
10.1,-2.7
10.05,1.69
9.847,0.506
9.551,1.021
9.353,1.0
10.761,-0.382
10.84,-0.291
10.518,0.874
10.31,0.603
10.14,1.4
10.044,0.212
10.007,-1.087
9.166,1.299
9.85,0.721
10.589,0.884
9.767,0.9
10.79,0.076
9.416,0.803
9.638,1.416
10.529,1.356
9.064,0.199
11.1,0.037
10.278,1.593
10.389,1.239
11.052,-0.5
11.1,0.2
8.467,-0.996
10.911,2.0
10.701,2.097
9.847,0.989
8.87,-0.573
9.894,1.3
9.291,-0.651
10.153,1.501
10.069,1.665
9.413,0.612
10.19,1.8
10.489,-1.42
10.922,-0.156
10.162,1.065
9.775,0.976
10.85,-0.2
9.594,1.007
9.102,0.162
9.954,1.22
11.35,-0.4
9.5,-0.8
9.383,-0.296
8.978,-0.5
9.983,0.608
11.051,0.798
8.432,0.424
10.847,1.493
10.215,1.41
10.137,1.5
9.989,1.284
9.552,1.897
10.85,-0.3
9.955,0.705
9.313,0.6
10.55,0.9
9.903,0.907
10.234,1.199
10.331,0.993
9.711,1.268
8.022,-0.732
8.408,-1.766
10.157,1.3
9.841,0.89
10.7,0.9
10.153,1.777
11.0,-0.1
10.344,-0.188
9.309,1.016
10.65,1.9
10.34,-0.026
10.54,1.12
10.68,1.321
9.371,1.1
10.255,1.307
10.531,1.794
10.95,1.3
9.523,1.194
9.525,-0.333
9.0,-1.02
9.313,-0.789
9.377,0.615
11.7,0.2
9.707,1.362
11.338,0.224
9.277,0.475
10.949,0.67
9.355,1.09
11.396,0.707
10.65,-0.1
10.663,-0.248
10.648,-0.498
10.246,1.71
11.006,2.266
10.581,1.926
9.776,1.085
10.402,1.5
9.317,0.48
9.863,1.281
9.964,1.7
10.114,1.31
9.208,0.584
10.54,2.102
9.891,1.048
9.591,0.968
9.254,-0.328
9.604,1.623
9.257,0.923
9.613,0.926
10.484,0.355
10.701,0.593
11.35,0.2
10.344,1.989
9.43,-0.061
10.589,1.661
9.662,0.028
10.076,0.697
10.117,1.222
9.845,-0.448
9.724,-0.1
9.244,0.397
11.2,0.3
10.8,0.599
9.797,1.476
9.05,-1.0
9.793,0.933
10.725,1.699
10.3,-1.699
10.041,1.445
9.467,0.068
11.092,-0.215
10.65,-1.4
11.15,-0.2
8.79,0.066
10.505,1.308
10.85,-1.297
9.757,0.216
11.15,0.7
10.856,-1.673
10.442,-0.281
10.408,1.417
9.465,0.786
9.929,-0.099
9.471,0.902
10.737,0.164
10.965,1.357
9.7,0.2
9.394,0.928
10.646,1.582
9.027,0.397
9.463,1.081
11.236,0.062
8.681,0.52
10.476,0.34
9.374,-0.095
9.842,0.914
9.944,1.258
10.135,2.427
10.146,2.271
10.27,0.278
11.2,0.7
9.771,0.05
9.57,0.504
10.736,0.072
9.9,0.7
10.638,0.978
9.305,-0.1
10.898,0.999
10.36,0.527
10.5,-0.613
10.003,1.49
10.248,1.603
8.635,-0.193
9.208,0.433
10.315,0.971
10.355,1.35
9.397,0.234
10.2,-1.5
8.247,-0.197
9.658,0.778
10.177,1.499
9.438,0.59
9.555,0.968
9.817,1.082
9.305,0.566
9.807,0.033
9.251,0.437
10.435,1.567
10.246,0.569
10.7,-0.1
10.579,1.236
10.581,1.5
9.806,1.101
11.022,2.89
9.451,1.4
10.717,2.1
10.45,0.6
10.35,0.453
9.714,1.267
9.906,0.569
9.907,1.72
9.209,0.767
9.954,1.982
10.477,2.284
11.05,0.583
10.7,0.999
10.159,0.044
11.15,0.5
9.32,0.448
9.399,-0.812
11.2,-0.3
10.459,1.483
10.881,-5.539
9.639,0.001
10.021,0.719
10.85,1.0
10.148,1.499
10.535,2.698
9.8,0.1
9.601,0.715
9.586,0.376
9.658,1.507
9.599,1.334
10.686,2.293
10.312,1.801
10.128,0.249
9.678,1.038
10.952,0.597
9.52,-0.021
9.03,0.181
9.1,0.155
10.819,-2.493
9.3,1.699
9.605,1.529
9.596,-0.068
10.318,1.895
9.986,1.445
9.95,-2.315
10.7,-0.792
10.869,1.197
10.957,1.964
9.832,1.592
10.471,1.246
10.504,2.3
9.786,1.771
10.796,1.814
9.929,2.1
9.57,1.319
10.164,1.499
9.892,-0.081
9.713,1.2
10.841,0.418
10.88,1.765
9.864,0.942
9.812,0.005
10.756,1.308
11.066,2.768
9.708,1.604
8.806,-0.889
10.513,1.16
10.048,1.331
9.364,0.822
9.56,0.39
10.486,1.345
10.955,0.5
10.479,1.6
9.748,0.805
10.181,1.247
10.029,1.319
9.549,-0.599
9.788,0.716
9.186,1.443
9.798,1.155
10.099,-2.503
9.645,1.305
11.204,-0.189
9.515,-0.071
9.889,1.024
8.663,-0.619
9.674,1.705
10.039,1.162
10.981,2.037
9.751,0.569
10.037,1.026
9.945,0.915
8.914,-0.656
9.484,0.649
9.282,0.946
10.398,-2.305
10.632,1.157
10.602,3.0
9.702,0.978
9.559,-0.199
9.978,1.229
10.15,2.2
11.0,0.7
9.993,1.988
10.6,-1.0
9.842,1.898
9.912,1.8
10.892,-0.616
10.755,1.791
9.881,2.024
7.95,-0.19
9.913,1.935
10.351,-0.1
9.848,1.2
10.234,1.678
10.245,1.656
10.194,0.713
9.548,0.728
9.88,0.728
10.893,-0.013
10.591,2.123
10.222,2.4
9.839,1.498
10.511,1.748
10.097,0.805
10.977,1.106
10.128,2.1
10.81,0.181
9.782,0.991
8.573,-1.365
10.449,-1.2
10.201,1.299
9.619,1.004
9.679,0.808
9.5,1.6
10.6,0.1
11.15,0.0
9.191,0.626
10.596,-0.3
9.764,1.574
10.749,0.302
10.95,0.4
10.429,1.572
11.35,0.7
9.249,0.643
10.9,-0.0
10.11,0.438
9.953,1.305
9.751,0.798
9.9,-0.312
9.766,1.131
9.359,1.582
8.956,0.488
10.5,1.471
9.618,0.619
10.474,2.067
9.219,0.838
10.05,0.7
10.75,0.2
11.201,2.0
10.9,0.001
10.212,2.354
9.924,-1.207
9.174,0.802
10.305,0.9
9.263,0.062
10.3,-1.0
9.959,1.683
10.194,1.491
10.851,-0.509
9.45,0.561
9.564,1.55
9.537,0.722
9.882,0.788
9.443,0.48
9.476,0.75
10.226,2.14
9.478,0.849
10.466,1.348
9.352,0.675
10.65,-0.2
10.909,0.482
10.438,1.896
10.445,1.295
10.702,0.205
9.394,0.644
10.85,1.001
9.53,0.713
10.548,1.6
11.0,1.036
9.084,0.185
9.412,1.391
10.75,-0.1
11.8,-0.2
9.804,1.292
9.819,1.112
10.011,1.5
9.44,1.303
10.176,1.027
9.902,2.297
9.502,0.196
9.069,0.056
9.543,0.991
10.747,1.798
10.251,-3.0
10.45,0.406
9.591,1.101
9.709,1.1
10.441,1.639
9.846,1.886
9.592,1.047
9.608,1.037
9.052,-0.713
10.842,0.58
10.546,-0.99
10.29,1.516
9.159,1.5
11.0,0.4
10.45,-0.4
10.909,-4.401
9.278,0.603
11.452,0.104
10.275,1.165
9.587,1.463
9.677,0.958
9.68,1.008
10.804,0.298
8.993,0.514
10.097,0.903
11.1,0.623
11.302,1.6
10.444,-0.224
10.529,1.608
10.16,1.378
11.1,0.2
10.299,0.624
9.332,0.909
7.907,-0.714
10.476,1.869
10.4,2.8
9.843,0.918
9.422,-0.057
9.758,1.62
8.397,-1.074
9.374,-0.318
9.183,-0.37
9.207,0.894
9.651,-0.105
9.602,1.084
9.411,-0.09
10.755,0.302
9.123,0.311
9.384,0.676
10.25,-3.0
9.003,1.595
10.559,2.495
10.701,0.207
11.05,-0.5
10.106,1.534
9.954,1.45
10.673,0.95
10.62,-0.5
11.25,-0.1
10.902,1.2
10.129,1.274
9.4,-0.8
9.655,-0.001
9.423,0.668
10.85,0.6
10.25,-0.4
9.75,0.928
10.4,-0.1
10.193,1.4
11.1,-1.501
8.947,-0.117
8.659,-0.227
9.645,0.392
10.051,1.129
9.653,0.975
10.35,-0.399
9.147,-0.764
9.516,-0.185
10.9,-0.0
10.7,0.9
10.408,1.599
11.015,-0.1
10.47,1.261
10.126,1.688
9.952,1.101
10.811,1.28
10.949,-0.6
9.796,0.518
10.401,-0.873
8.218,0.163
9.953,1.157
10.751,0.286
10.052,0.193
10.747,0.151
11.35,-0.7
9.806,-0.088
10.328,1.657
10.7,0.001
10.201,0.334
9.89,1.1
9.85,2.5
10.048,0.909
9.883,1.499
10.699,1.754
9.191,0.195
9.936,1.183
10.645,1.138
9.723,1.369
10.098,-0.002
9.824,1.496
8.562,-0.91
10.55,1.003
10.273,1.502
10.577,1.701
10.022,1.011
10.004,1.222
10.895,1.4
